Timestamps,Speed,P Error,I Error,Distance,Data Available,dt
1829517,-2,-7,-4139,293,0,16
1829532,-1,3,-4094,303,1,15
1829532,-1,3,-4094,303,1,15
1829543,-1,6,-4028,306,0,11
1829543,-1,6,-4028,306,0,11
1829553,-1,6,-3968,306,1,10
1829553,-1,6,-3968,306,1,10
1829570,-1,8,-3832,308,0,17
1829570,-1,8,-3832,308,0,17
1829581,-4,-22,-4074,278,1,11
1829581,-4,-22,-4074,278,1,11
1829592,-5,-33,-4437,267,0,11
1829592,-5,-33,-4437,267,0,11
1829597,-7,-49,-4682,251,0,5
1829597,-7,-49,-4682,251,0,5
1829608,-4,-23,-4935,277,1,11
1829608,-4,-23,-4935,277,1,11
1829619,-4,-23,-5188,277,0,11
1829619,-4,-23,-5188,277,0,11
1829624,-4,-23,-5303,277,0,5
1829624,-4,-23,-5303,277,0,5
1829630,-2,-2,-5315,298,1,6
1829630,-2,-2,-5315,298,1,6
1829640,-1,7,-5245,307,0,10
1829640,-1,7,-5245,307,0,10
1829651,0,27,-4948,327,0,11
1829651,0,27,-4948,327,0,11
1829662,-4,-17,-5135,283,1,11
1829662,-4,-17,-5135,283,1,11
1829670,-4,-20,-5295,280,0,8
1829670,-4,-20,-5295,280,0,8
1829681,-4,-21,-5526,279,1,11
1829681,-4,-21,-5526,279,1,11
1829692,-5,-23,-5779,277,0,11
1829692,-5,-23,-5779,277,0,11
1829703,-3,-6,-5845,294,1,11
1829703,-3,-6,-5845,294,1,11
1829714,-2,1,-5834,301,0,11
1829714,-2,1,-5834,301,0,11
1829725,-2,4,-5790,304,1,11
1829725,-2,4,-5790,304,1,11
1829741,-1,11,-5614,311,0,16
1829741,-1,11,-5614,311,0,16
1829752,-1,10,-5504,310,1,11
1829752,-1,10,-5504,310,1,11
1829763,-1,12,-5372,312,0,11
1829763,-1,12,-5372,312,0,11
1829768,-1,15,-5297,315,0,5
1829768,-1,15,-5297,315,0,5
1829779,-3,-5,-5352,295,1,11
1829779,-3,-5,-5352,295,1,11
1829790,-3,-11,-5473,289,0,11
1829790,-3,-11,-5473,289,0,11
1829795,-4,-19,-5568,281,0,5
1829795,-4,-19,-5568,281,0,5
1829801,-1,9,-5514,309,1,6
1829801,-1,9,-5514,309,1,6
1829815,0,17,-5276,317,0,14
1829815,0,17,-5276,317,0,14
1829826,-4,-16,-5452,284,1,11
1829826,-4,-16,-5452,284,1,11
1829833,-5,-23,-5613,277,0,7
1829833,-5,-23,-5613,277,0,7
1829847,-7,-44,-6229,256,0,14
1829847,-7,-44,-6229,256,0,14
1829852,-4,-12,-6289,288,1,5
1829852,-4,-12,-6289,288,1,5
1829863,-4,-11,-6410,289,0,11
1829863,-4,-11,-6410,289,0,11
1829870,-4,-9,-6473,291,0,7
1829870,-4,-9,-6473,291,0,7
1829875,-3,-3,-6488,297,1,5
1829875,-3,-3,-6488,297,1,5
1829886,-3,1,-6477,301,0,11
1829886,-3,1,-6477,301,0,11
1829895,-2,8,-6405,308,0,9
1829895,-2,8,-6405,308,0,9
1829897,-3,-2,-6409,298,1,2
1829897,-3,-2,-6409,298,1,2
1829913,-3,-2,-6441,298,0,16
1829913,-3,-2,-6441,298,0,16
1829919,-4,-12,-6513,288,1,6
1829919,-4,-12,-6513,288,1,6
1829930,-5,-17,-6700,283,0,11
1829930,-5,-17,-6700,283,0,11
1829935,-5,-24,-6820,276,0,5
1829935,-5,-24,-6820,276,0,5
1829945,-6,-25,-7070,275,1,10
1829945,-6,-25,-7070,275,1,10
1829956,-6,-30,-7400,270,0,11
1829956,-6,-30,-7400,270,0,11
1829961,-7,-38,-7590,262,0,5
1829961,-7,-38,-7590,262,0,5
1829967,-2,9,-7536,309,1,6
1829967,-2,9,-7536,309,1,6
1829977,-1,24,-7296,324,0,10
1829977,-1,24,-7296,324,0,10
1829986,1,53,-6819,353,0,9
1829986,1,53,-6819,353,0,9
1829991,-4,-11,-6874,289,1,5
1829991,-4,-11,-6874,289,1,5
1830002,-5,-20,-7094,280,0,11
1830002,-5,-20,-7094,280,0,11
1830018,-4,-5,-7174,295,1,16
1830018,-4,-5,-7174,295,1,16
1830029,-3,-3,-7207,297,0,11
1830029,-3,-3,-7207,297,0,11
1830034,-3,0,-7207,300,0,5
1830034,-3,0,-7207,300,0,5
1830041,-4,-13,-7298,287,1,7
1830041,-4,-13,-7298,287,1,7
1830052,-5,-16,-7474,284,0,11
1830052,-5,-16,-7474,284,0,11
1830057,-5,-21,-7579,279,0,5
1830057,-5,-21,-7579,279,0,5
1830068,-5,-15,-7744,285,1,11
1830068,-5,-15,-7744,285,1,11
1830079,-5,-15,-7909,285,0,11
1830079,-5,-15,-7909,285,0,11
1830084,-5,-16,-7989,284,0,5
1830084,-5,-16,-7989,284,0,5
1830095,-4,-2,-8011,298,1,11
1830095,-4,-2,-8011,298,1,11
1830109,-3,4,-7955,304,0,14
1830109,-3,4,-7955,304,0,14
1830116,-5,-17,-8074,283,1,7
1830116,-5,-17,-8074,283,1,7
1830125,-6,-23,-8281,277,0,9
1830125,-6,-23,-8281,277,0,9
1830130,-7,-33,-8446,267,0,5
1830130,-7,-33,-8446,267,0,5
1830141,-3,3,-8413,303,1,11
1830141,-3,3,-8413,303,1,11
1830152,-3,11,-8292,311,0,11
1830152,-3,11,-8292,311,0,11
1830163,-2,12,-8160,312,1,11
1830163,-2,12,-8160,312,1,11
1830174,-2,16,-7984,316,0,11
1830174,-2,16,-7984,316,0,11
1830185,-3,4,-7940,304,1,11
1830185,-3,4,-7940,304,1,11
1830201,-4,-1,-7956,299,0,16
1830201,-4,-1,-7956,299,0,16
1830216,-3,8,-7836,308,1,15
1830216,-3,8,-7836,308,1,15
1830227,-2,9,-7737,309,0,11
1830227,-2,9,-7737,309,0,11
1830238,-3,1,-7726,301,1,11
1830238,-3,1,-7726,301,1,11
1830254,-4,-4,-7790,296,0,16
1830254,-4,-4,-7790,296,0,16
1830264,-3,1,-7780,301,1,10
1830264,-3,1,-7780,301,1,10
1830275,-3,1,-7769,301,0,11
1830275,-3,1,-7769,301,0,11
1830280,-3,1,-7764,301,0,5
1830280,-3,1,-7764,301,0,5
1830286,-4,-3,-7782,297,1,6
1830286,-4,-3,-7782,297,1,6
1830297,-4,-5,-7837,295,0,11
1830297,-4,-5,-7837,295,0,11
1830312,-4,-6,-7927,294,1,15
1830312,-4,-6,-7927,294,1,15
1830323,-4,-7,-8004,293,0,11
1830323,-4,-7,-8004,293,0,11
1830334,-5,-10,-8114,290,1,11
1830334,-5,-10,-8114,290,1,11
1830347,-5,-12,-8270,288,0,13
1830347,-5,-12,-8270,288,0,13
1830358,-4,-5,-8325,295,1,11
1830358,-4,-5,-8325,295,1,11
1830368,-4,-3,-8355,297,0,10
1830368,-4,-3,-8355,297,0,10
1830379,-3,8,-8267,308,1,11
1830379,-3,8,-8267,308,1,11
1830390,-2,14,-8113,314,0,11
1830390,-2,14,-8113,314,0,11
1830401,-5,-17,-8300,283,1,11
1830401,-5,-17,-8300,283,1,11
1830412,-7,-29,-8619,271,0,11
1830412,-7,-29,-8619,271,0,11
1830417,-9,-47,-8854,253,0,5
1830417,-9,-47,-8854,253,0,5
1830423,-3,6,-8818,306,1,6
1830423,-3,6,-8818,306,1,6
1830433,-2,16,-8658,316,0,10
1830433,-2,16,-8658,316,0,10
1830444,0,37,-8251,337,0,11
1830444,0,37,-8251,337,0,11
1830455,-5,-17,-8438,283,1,11
1830455,-5,-17,-8438,283,1,11
1830460,-6,-20,-8538,280,0,5
1830460,-6,-20,-8538,280,0,5
1830471,-7,-31,-8879,269,0,11
1830471,-7,-31,-8879,269,0,11
1830485,-4,-3,-8921,297,1,14
1830485,-4,-3,-8921,297,1,14
1830496,-4,2,-8899,302,0,11
1830496,-4,2,-8899,302,0,11
1830501,-3,9,-8854,309,0,5
1830501,-3,9,-8854,309,0,5
1830507,-3,13,-8776,313,1,6
1830507,-3,13,-8776,313,1,6
1830518,-2,21,-8545,321,0,11
1830518,-2,21,-8545,321,0,11
1830528,-1,22,-8325,322,1,10
1830528,-1,22,-8325,322,1,10
1830539,-1,26,-8039,326,0,11
1830539,-1,26,-8039,326,0,11
1830544,0,32,-7879,332,0,5
1830544,0,32,-7879,332,0,5
1830550,-4,-3,-7897,297,1,6
1830550,-4,-3,-7897,297,1,6
1830554,-4,-7,-7925,293,0,4
1830554,-4,-7,-7925,293,0,4
1830566,-6,-25,-8225,275,0,12
1830566,-6,-25,-8225,275,0,12
1830571,-5,-12,-8285,288,1,5
1830571,-5,-12,-8285,288,1,5
1830582,-5,-16,-8461,284,0,11
1830582,-5,-16,-8461,284,0,11
1830593,-5,-9,-8560,291,1,11
1830593,-5,-9,-8560,291,1,11
1830604,-5,-8,-8648,292,0,11
1830604,-5,-8,-8648,292,0,11
1830609,-4,-6,-8678,294,0,5
1830609,-4,-6,-8678,294,0,5
1830615,-5,-13,-8756,287,1,6
1830615,-5,-13,-8756,287,1,6
1830626,-5,-15,-8921,285,0,11
1830626,-5,-15,-8921,285,0,11
1830641,-3,10,-8771,310,1,15
1830641,-3,10,-8771,310,1,15
1830652,-2,19,-8562,319,0,11
1830652,-2,19,-8562,319,0,11
1830658,0,34,-8358,334,0,6
1830658,0,34,-8358,334,0,6
1830663,-3,2,-8348,302,1,5
1830663,-3,2,-8348,302,1,5
1830668,-4,1,-8343,301,0,5
1830668,-4,1,-8343,301,0,5
1830679,-4,-4,-8387,296,0,11
1830679,-4,-4,-8387,296,0,11
1830690,-3,4,-8343,304,1,11
1830690,-3,4,-8343,304,1,11
1830701,-3,4,-8299,304,0,11
1830701,-3,4,-8299,304,0,11
1830708,-3,5,-8264,305,0,7
1830708,-3,5,-8264,305,0,7
1830719,-2,15,-8099,315,1,11
1830719,-2,15,-8099,315,1,11
1830733,-1,20,-7819,320,0,14
1830733,-1,20,-7819,320,0,14
1830741,-3,3,-7795,303,1,8
1830741,-3,3,-7795,303,1,8
1830749,-4,-1,-7803,299,0,8
1830749,-4,-1,-7803,299,0,8
1830754,-4,-8,-7843,292,0,5
1830754,-4,-8,-7843,292,0,5
1830770,-4,-4,-7907,296,1,16
1830770,-4,-4,-7907,296,1,16
1830781,-4,-6,-7973,294,0,11
1830781,-4,-6,-7973,294,0,11
1830791,-2,16,-7813,316,1,10
1830791,-2,16,-7813,316,1,10
1830802,-1,26,-7527,326,0,11
1830802,-1,26,-7527,326,0,11
1830813,-6,-29,-7846,271,1,11
1830813,-6,-29,-7846,271,1,11
1830830,-10,-63,-8917,237,0,17
1830830,-10,-63,-8917,237,0,17
1830845,-3,8,-8797,308,1,15
1830845,-3,8,-8797,308,1,15
1830856,-2,20,-8577,320,0,11
1830856,-2,20,-8577,320,0,11
1830866,-5,-12,-8697,288,1,10
1830866,-5,-12,-8697,288,1,10
1830877,-6,-22,-8939,278,0,11
1830877,-6,-22,-8939,278,0,11
1830888,-4,4,-8895,304,1,11
1830888,-4,4,-8895,304,1,11
1830905,-2,16,-8623,316,0,17
1830905,-2,16,-8623,316,0,17
1830916,-3,9,-8524,309,1,11
1830916,-3,9,-8524,309,1,11
1830932,-3,11,-8348,311,0,16
1830932,-3,11,-8348,311,0,16
1830943,-3,11,-8227,311,1,11
1830943,-3,11,-8227,311,1,11
1830954,-2,11,-8106,311,0,11
1830954,-2,11,-8106,311,0,11
1830959,-2,12,-8046,312,0,5
1830959,-2,12,-8046,312,0,5
1830968,-4,-6,-8100,294,1,9
1830968,-4,-6,-8100,294,1,9
1830979,-5,-13,-8243,287,0,11
1830979,-5,-13,-8243,287,0,11
1830995,-3,4,-8179,304,1,16
1830995,-3,4,-8179,304,1,16
1831006,-3,8,-8091,308,0,11
1831006,-3,8,-8091,308,0,11
1831016,-4,-7,-8161,293,1,10
1831016,-4,-7,-8161,293,1,10
1831027,-5,-12,-8293,288,0,11
1831027,-5,-12,-8293,288,0,11
1831033,-6,-20,-8413,280,0,6
1831033,-6,-20,-8413,280,0,6
1831048,-3,11,-8248,311,1,15
1831048,-3,11,-8248,311,1,15
1831059,-2,17,-8061,317,0,11
1831059,-2,17,-8061,317,0,11
1831069,-2,14,-7921,314,1,10
1831069,-2,14,-7921,314,1,10
1831086,-2,16,-7649,316,0,17
1831086,-2,16,-7649,316,0,17
1831092,-1,19,-7535,319,0,6
1831092,-1,19,-7535,319,0,6
1831097,-4,-4,-7555,296,1,5
1831097,-4,-4,-7555,296,1,5
1831114,-5,-14,-7793,286,0,17
1831114,-5,-14,-7793,286,0,17
1831122,-4,-2,-7809,298,1,8
1831122,-4,-2,-7809,298,1,8
1831133,-4,-2,-7831,298,0,11
1831133,-4,-2,-7831,298,0,11
1831143,-3,1,-7821,301,1,10
1831143,-3,1,-7821,301,1,10
1831154,-3,2,-7799,302,0,11
1831154,-3,2,-7799,302,0,11
1831165,-3,7,-7722,307,1,11
1831165,-3,7,-7722,307,1,11
1831182,-2,11,-7535,311,0,17
1831182,-2,11,-7535,311,0,17
1831193,-2,10,-7425,310,1,11
1831193,-2,10,-7425,310,1,11
1831204,-2,11,-7304,311,0,11
1831204,-2,11,-7304,311,0,11
1831209,-2,12,-7244,312,0,5
1831209,-2,12,-7244,312,0,5
1831218,-5,-15,-7379,285,1,9
1831218,-5,-15,-7379,285,1,9
1831226,-6,-23,-7563,277,0,8
1831226,-6,-23,-7563,277,0,8
1831234,-7,-39,-7875,261,0,8
1831234,-7,-39,-7875,261,0,8
1831239,-4,-6,-7905,294,1,5
1831239,-4,-6,-7905,294,1,5
1831250,-4,-2,-7927,298,0,11
1831250,-4,-2,-7927,298,0,11
1831257,-3,5,-7892,305,0,7
1831257,-3,5,-7892,305,0,7
1831268,-5,-12,-8024,288,1,11
1831268,-5,-12,-8024,288,1,11
1831279,-5,-14,-8178,286,0,11
1831279,-5,-14,-8178,286,0,11
1831290,-5,-10,-8288,290,1,11
1831290,-5,-10,-8288,290,1,11
1831305,-5,-9,-8423,291,0,15
1831305,-5,-9,-8423,291,0,15
1831314,-4,-7,-8486,293,1,9
1831314,-4,-7,-8486,293,1,9
1831325,-4,-6,-8552,294,0,11
1831325,-4,-6,-8552,294,0,11
1831340,-5,-9,-8687,291,1,15
1831340,-5,-9,-8687,291,1,15
1831351,-5,-9,-8786,291,0,11
1831351,-5,-9,-8786,291,0,11
1831362,-5,-8,-8874,292,1,11
1831362,-5,-8,-8874,292,1,11
1831373,-5,-8,-8962,292,0,11
1831373,-5,-8,-8962,292,0,11
1831384,-2,15,-8797,315,1,11
1831384,-2,15,-8797,315,1,11
1831400,-1,31,-8301,331,0,16
1831400,-1,31,-8301,331,0,16
1831410,-6,-24,-8541,276,1,10
1831410,-6,-24,-8541,276,1,10
1831421,-8,-40,-8981,260,0,11
1831421,-8,-40,-8981,260,0,11
1831426,-11,-64,-9301,236,0,5
1831426,-11,-64,-9301,236,0,5
1831434,-3,11,-9213,311,1,8
1831434,-3,11,-9213,311,1,8
1831439,-2,18,-9123,318,0,5
1831439,-2,18,-9123,318,0,5
1831446,0,35,-8878,335,0,7
1831446,0,35,-8878,335,0,7
1831450,1,58,-8646,358,0,4
1831450,1,58,-8646,358,0,4
1831457,-5,-13,-8737,287,1,7
1831457,-5,-13,-8737,287,1,7
1831468,-6,-24,-9001,276,0,11
1831468,-6,-24,-9001,276,0,11
1831478,-3,10,-8901,310,1,10
1831478,-3,10,-8901,310,1,10
1831489,-2,22,-8659,322,0,11
1831489,-2,22,-8659,322,0,11
1831494,0,39,-8464,339,0,5
1831494,0,39,-8464,339,0,5
1831502,-3,3,-8440,303,1,8
1831502,-3,3,-8440,303,1,8
1831506,-4,2,-8432,302,0,4
1831506,-4,2,-8432,302,0,4
1831518,-4,-2,-8456,298,0,12
1831518,-4,-2,-8456,298,0,12
1831523,-3,6,-8426,306,1,5
1831523,-3,6,-8426,306,1,5
1831540,-3,8,-8290,308,0,17
1831540,-3,8,-8290,308,0,17
1831551,-4,-2,-8312,298,1,11
1831551,-4,-2,-8312,298,1,11
1831562,-4,-5,-8367,295,0,11
1831562,-4,-5,-8367,295,0,11
1831573,-3,3,-8334,303,1,11
1831573,-3,3,-8334,303,1,11
1831584,-3,5,-8279,305,0,11
1831584,-3,5,-8279,305,0,11
1831589,-3,8,-8239,308,0,5
1831589,-3,8,-8239,308,0,5
1831598,-2,16,-8095,316,1,9
1831598,-2,16,-8095,316,1,9
1831611,-1,22,-7809,322,0,13
1831611,-1,22,-7809,322,0,13
1831622,-4,-8,-7897,292,1,11
1831622,-4,-8,-7897,292,1,11
1831633,-5,-19,-8106,281,0,11
1831633,-5,-19,-8106,281,0,11
1831641,-8,-38,-8410,262,0,8
1831641,-8,-38,-8410,262,0,8
1831646,-4,-3,-8425,297,1,5
1831646,-4,-3,-8425,297,1,5
1831663,-4,-2,-8459,298,1,17
1831663,-4,-2,-8459,298,1,17
1831679,-4,-2,-8491,298,0,16
1831679,-4,-2,-8491,298,0,16
1831694,-1,22,-8161,322,1,15
1831694,-1,22,-8161,322,1,15
1831705,0,30,-7831,330,0,11
1831705,0,30,-7831,330,0,11
1831716,-4,-7,-7908,293,1,11
1831716,-4,-7,-7908,293,1,11
1831720,-5,-12,-7956,288,0,4
1831720,-5,-12,-7956,288,0,4
1831731,-7,-31,-8297,269,0,11
1831731,-7,-31,-8297,269,0,11
1831745,-2,13,-8115,313,1,14
1831745,-2,13,-8115,313,1,14
1831756,-1,20,-7895,320,0,11
1831756,-1,20,-7895,320,0,11
1831766,-3,7,-7825,307,1,10
1831766,-3,7,-7825,307,1,10
1831788,-3,1,-7803,301,0,22
1831788,-3,1,-7803,301,0,22
1831799,-5,-15,-7968,285,1,11
1831799,-5,-15,-7968,285,1,11
1831810,-6,-22,-8210,278,0,11
1831810,-6,-22,-8210,278,0,11
1831817,-7,-34,-8448,266,0,7
1831817,-7,-34,-8448,266,0,7
1831828,-3,4,-8404,304,1,11
1831828,-3,4,-8404,304,1,11
1831854,-4,1,-8378,301,1,26
1831854,-4,1,-8378,301,1,26
1831866,-4,0,-8378,300,0,12
1831866,-4,0,-8378,300,0,12
1831877,-5,-17,-8565,283,1,11
1831877,-5,-17,-8565,283,1,11
1831888,-6,-25,-8840,275,0,11
1831888,-6,-25,-8840,275,0,11
1831899,-2,20,-8620,320,1,11
1831899,-2,20,-8620,320,1,11
1831910,0,38,-8202,338,0,11
1831910,0,38,-8202,338,0,11
1831915,2,64,-7882,364,0,5
1831915,2,64,-7882,364,0,5
1831917,5,94,-7694,394,0,2
1831917,5,94,-7694,394,0,2
1831928,-4,-7,-7771,293,1,11
1831928,-4,-7,-7771,293,1,11
1831944,-6,-21,-8107,279,0,16
1831944,-6,-21,-8107,279,0,16
1831951,-6,-22,-8261,278,1,7
1831951,-6,-22,-8261,278,1,7
1831963,-7,-29,-8609,271,0,12
1831963,-7,-29,-8609,271,0,12
1831979,-6,-21,-8945,279,1,16
1831979,-6,-21,-8945,279,1,16
1831990,-6,-21,-9176,279,0,11
1831990,-6,-21,-9176,279,0,11
1832004,-5,-5,-9246,295,1,14
1832004,-5,-5,-9246,295,1,14
1832015,-4,2,-9224,302,0,11
1832015,-4,2,-9224,302,0,11
1832020,-3,12,-9164,312,0,5
1832020,-3,12,-9164,312,0,5
1832027,-5,-8,-9220,292,1,7
1832027,-5,-8,-9220,292,1,7
1832038,-5,-9,-9319,291,0,11
1832038,-5,-9,-9319,291,0,11
1832043,-5,-11,-9374,289,0,5
1832043,-5,-11,-9374,289,0,5
1832054,-3,12,-9242,312,1,11
1832054,-3,12,-9242,312,1,11
1832065,-2,20,-9022,320,0,11
1832065,-2,20,-9022,320,0,11
1832076,-3,12,-8890,312,1,11
1832076,-3,12,-8890,312,1,11
1832087,-3,12,-8758,312,0,11
1832087,-3,12,-8758,312,0,11
1832092,-3,12,-8698,312,0,5
1832092,-3,12,-8698,312,0,5
1832100,-4,0,-8698,300,1,8
1832100,-4,0,-8698,300,1,8
1832111,-4,-5,-8753,295,0,11
1832111,-4,-5,-8753,295,0,11
1832126,-1,23,-8408,323,1,15
1832126,-1,23,-8408,323,1,15
1832137,0,32,-8056,332,0,11
1832137,0,32,-8056,332,0,11
1832148,-3,4,-8012,304,1,11
1832148,-3,4,-8012,304,1,11
1832154,-4,-1,-8018,299,0,6
1832154,-4,-1,-8018,299,0,6
1832165,-5,-15,-8183,285,0,11
1832165,-5,-15,-8183,285,0,11
